COUNTRY,OccupancyClassDescription,OccupancySchemeID,OccupancyClassCode
DK,Electric Power - Solar Farms (Small),RMS IND,6041
DK,Electric Power - Solar Farms (Mid),RMS IND,6042
DK,Electric Power - Solar Farms (Large),RMS IND,6043
DK,Natural Gas,RMS IND,7001
DK,Food & Beverage,RMS IND,7011
DK,Data Processing/Telecommunications,RMS IND,7021
DK,Communications,RMS IND,7031
DK,Ports & Harbors,RMS IND,7041
DK,"Dams, Reservoirs only",RMS IND,7051
DK,Water/Sewage treatment plants,RMS IND,7061
DK,Mechanical,RMS IND,7071
DK,Airport (Small),RMS IND,7081
DK,Airport (Mid),RMS IND,7082
DK,Airport (Large),RMS IND,7083
EC,Heavy Industrial - Mining,RMS IND,1001
EC,Heavy Industrial - Cement,RMS IND,1011
EC,Heavy Industrial - Steel,RMS IND,1021
EC,Heavy Industrial - Pulp & Paper,RMS IND,1031
EC,Heavy Industrial - Glass,RMS IND,1041
EC,Heavy Industrial - General,RMS IND,1051
EC,Chemical Processing - Primarily Outdoor,RMS IND,2001
EC,Chemical Processing - Primarily Indoor,RMS IND,2011
EC,Light Industrial - Electronics,RMS IND,3001
EC,Light Industrial - Pharmaceutical,RMS IND,3011
EC,Light Industrial - Biomedical,RMS IND,3021
EC,Light Industrial - Semiconductor,RMS IND,3031
EC,Light Industrial - General Assembly,RMS IND,3041
EC,Light Industrial - General Manufacturing,RMS IND,3051
EC,Light Industrial - Technological Risk,RMS IND,3061
EC,Petrochemical - Refineries,RMS IND,4001
EC,Petrochemical - Pipelines,RMS IND,4011
EC,Petrochemical - Pipelines below ground,RMS IND,4021
EC,Petrochemical - Tank farms,RMS IND,4031
EC,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
EC,Electric Power Generation - Fossil Fuel (Mid),RMS IND,5002
EC,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
EC,Electric Power Generation - Hydroelectric,RMS IND,5011
EC,Electric Power Generation - Co-Generation (Small),RMS IND,5021
EC,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
EC,Electric Power Generation - Co-Generation (Large),RMS IND,5023
EC,Electric Power Generation - Gas Power (Small),RMS IND,5031
EC,Electric Power Generation - Gas Power (Mid),RMS IND,5032
EC,Electric Power Generation - Gas Power (Large),RMS IND,5033
EC,Electric Power - T&D,RMS IND,6001
EC,Electric Power - Substations (Small),RMS IND,6011
EC,Electric Power - Substations (Mid),RMS IND,6012
EC,Electric Power - Substations (Large),RMS IND,6013
EC,Electric Power - Nuclear power plant,RMS IND,6021
EC,Electric Power - Wind Farms (Small),RMS IND,6031
EC,Electric Power - Wind Farms (Mid),RMS IND,6032
EC,Electric Power - Wind Farms (Large),RMS IND,6033
EC,Electric Power - Solar Farms (Small),RMS IND,6041
EC,Electric Power - Solar Farms (Mid),RMS IND,6042
EC,Electric Power - Solar Farms (Large),RMS IND,6043
EC,Natural Gas,RMS IND,7001
EC,Food & Beverage,RMS IND,7011
EC,Data Processing/Telecommunications,RMS IND,7021
EC,Communications,RMS IND,7031
EC,Ports & Harbors,RMS IND,7041
EC,"Dams, Reservoirs only",RMS IND,7051
EC,Water/Sewage treatment plants,RMS IND,7061
EC,Outdoor Mechanical,RMS IND,7071
EC,Airport (Small),RMS IND,7081
EC,Airport (Mid),RMS IND,7082
EC,Airport (Large),RMS IND,7083
ES,Heavy Industrial - Mining,RMS IND,1001
ES,Heavy Industrial - Cement,RMS IND,1011
ES,Heavy Industrial - Steel,RMS IND,1021
ES,Heavy Industrial - Pulp & Paper,RMS IND,1031
ES,Heavy Industrial - Glass,RMS IND,1041
ES,Heavy Industrial - General,RMS IND,1051
ES,Chemical Processing - Primarily Outdoor,RMS IND,2001
ES,Chemical Processing - Primarily Indoor,RMS IND,2011
ES,Light Industrial - Electronics,RMS IND,3001
ES,Light Industrial - Pharmaceutical,RMS IND,3011
ES,Light Industrial - Biomedical,RMS IND,3021
ES,Light Industrial - Semiconductor,RMS IND,3031
ES,Light Industrial - General Assembly,RMS IND,3041
ES,Light Industrial - General Manufacturing,RMS IND,3051
ES,Light Industrial - Technological Risk,RMS IND,3061
ES,Petrochemical - Refineries,RMS IND,4001
ES,Petrochemical - Pipelines,RMS IND,4011
ES,Petrochemical - Pipelines below ground,RMS IND,4021
ES,Petrochemical - Tank farms,RMS IND,4031
ES,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
ES,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
ES,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
ES,Electric Power Generation - Hydroelectric,RMS IND,5011
ES,Electric Power Generation - Co-Generation (Small),RMS IND,5021
ES,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
ES,Electric Power Generation - Co-Generation (Large),RMS IND,5023
ES,Electric Power Generation - Gas Power (Small),RMS IND,5031
ES,Electric Power Generation - Gas Power (Mid),RMS IND,5032
ES,Electric Power Generation - Gas Power (Large),RMS IND,5033
ES,Electric Power - T&D,RMS IND,6001
ES,Electric Power - Substations (Small),RMS IND,6011
ES,Electric Power - Substations (Mid),RMS IND,6012
ES,Electric Power - Substations (Large),RMS IND,6013
ES,Electric Power - Nuclear power plant,RMS IND,6021
ES,Electric Power - Wind Farms (Small),RMS IND,6031
ES,Electric Power - Wind Farms (Mid),RMS IND,6032
ES,Electric Power - Wind Farms (Large),RMS IND,6033
ES,Electric Power - Solar Farms (Small),RMS IND,6041
ES,Electric Power - Solar Farms (Mid),RMS IND,6042
ES,Electric Power - Solar Farms (Large),RMS IND,6043
ES,Natural Gas,RMS IND,7001
ES,Food & Beverage,RMS IND,7011
ES,Data Processing/Telecommunications,RMS IND,7021
ES,Communications,RMS IND,7031
ES,Ports & Harbors,RMS IND,7041
ES,"Dams, Reservoirs only",RMS IND,7051
ES,Water/Sewage treatment plants,RMS IND,7061
ES,Mechanical,RMS IND,7071
ES,Airport (Small),RMS IND,7081
ES,Airport (Mid),RMS IND,7082
ES,Airport (Large),RMS IND,7083
FR,Heavy Industrial - Mining,RMS IND,1001
FR,Heavy Industrial - Cement,RMS IND,1011
FR,Heavy Industrial - Steel,RMS IND,1021
FR,Heavy Industrial - Pulp & Paper,RMS IND,1031
FR,Heavy Industrial - Glass,RMS IND,1041
FR,Heavy Industrial - General,RMS IND,1051
FR,Chemical Processing - Primarily Outdoor,RMS IND,2001
FR,Chemical Processing - Primarily Indoor,RMS IND,2011
FR,Light Industrial - Electronics,RMS IND,3001
FR,Light Industrial - Pharmaceutical,RMS IND,3011
FR,Light Industrial - Biomedical,RMS IND,3021
FR,Light Industrial - Semiconductor,RMS IND,3031
FR,Light Industrial - General Assembly,RMS IND,3041
FR,Light Industrial - General Manufacturing,RMS IND,3051
FR,Light Industrial - Technological Risk,RMS IND,3061
FR,Petrochemical - Refineries,RMS IND,4001
FR,Petrochemical - Pipelines,RMS IND,4011
FR,Petrochemical - Pipelines below ground,RMS IND,4021
FR,Petrochemical - Tank farms,RMS IND,4031
FR,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
FR,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
FR,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
FR,Electric Power Generation - Hydroelectric,RMS IND,5011
FR,Electric Power Generation - Co-Generation (Small),RMS IND,5021
FR,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
FR,Electric Power Generation - Co-Generation (Large),RMS IND,5023
FR,Electric Power Generation - Gas Power (Small),RMS IND,5031
FR,Electric Power Generation - Gas Power (Mid),RMS IND,5032
FR,Electric Power Generation - Gas Power (Large),RMS IND,5033
FR,Electric Power - T&D,RMS IND,6001
FR,Electric Power - Substations (Small),RMS IND,6011
FR,Electric Power - Substations (Mid),RMS IND,6012
FR,Electric Power - Substations (Large),RMS IND,6013
FR,Electric Power - Nuclear power plant,RMS IND,6021
FR,Electric Power - Wind Farms (Small),RMS IND,6031
FR,Electric Power - Wind Farms (Mid),RMS IND,6032
FR,Electric Power - Wind Farms (Large),RMS IND,6033
FR,Electric Power - Solar Farms (Small),RMS IND,6041
FR,Electric Power - Solar Farms (Mid),RMS IND,6042
FR,Electric Power - Solar Farms (Large),RMS IND,6043
FR,Natural Gas,RMS IND,7001
FR,Food & Beverage,RMS IND,7011
FR,Data Processing/Telecommunications,RMS IND,7021
FR,Communications,RMS IND,7031
FR,Ports & Harbors,RMS IND,7041
FR,"Dams, Reservoirs only",RMS IND,7051
FR,Water/Sewage treatment plants,RMS IND,7061
FR,Mechanical,RMS IND,7071
FR,Airport (Small),RMS IND,7081
FR,Airport (Mid),RMS IND,7082
FR,Airport (Large),RMS IND,7083
GB,Heavy Industrial - Mining,RMS IND,1001
GB,Heavy Industrial - Cement,RMS IND,1011
GB,Heavy Industrial - Steel,RMS IND,1021
GB,Heavy Industrial - Pulp & Paper,RMS IND,1031
GB,Heavy Industrial - Glass,RMS IND,1041
GB,Heavy Industrial - General,RMS IND,1051
GB,Chemical Processing - Primarily Outdoor,RMS IND,2001
GB,Chemical Processing - Primarily Indoor,RMS IND,2011
GB,Light Industrial - Electronics,RMS IND,3001
GB,Light Industrial - Pharmaceutical,RMS IND,3011
GB,Light Industrial - Biomedical,RMS IND,3021
GB,Light Industrial - Semiconductor,RMS IND,3031
GB,Light Industrial - General Assembly,RMS IND,3041
GB,Light Industrial - General Manufacturing,RMS IND,3051
GB,Light Industrial - Technological Risk,RMS IND,3061
GB,Petrochemical - Refineries,RMS IND,4001
GB,Petrochemical - Pipelines,RMS IND,4011
GB,Petrochemical - Pipelines below ground,RMS IND,4021
GB,Petrochemical - Tank farms,RMS IND,4031
GB,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
GB,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
GB,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
GB,Electric Power Generation - Hydroelectric,RMS IND,5011
GB,Electric Power Generation - Co-Generation (Small),RMS IND,5021
GB,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
GB,Electric Power Generation - Co-Generation (Large),RMS IND,5023
GB,Electric Power Generation - Gas Power (Small),RMS IND,5031
GB,Electric Power Generation - Gas Power (Mid),RMS IND,5032
GB,Electric Power Generation - Gas Power (Large),RMS IND,5033
GB,Electric Power - T&D,RMS IND,6001
GB,Electric Power - Substations (Small),RMS IND,6011
GB,Electric Power - Substations (Mid),RMS IND,6012
GB,Electric Power - Substations (Large),RMS IND,6013
GB,Electric Power - Nuclear power plant,RMS IND,6021
GB,Electric Power - Wind Farms (Small),RMS IND,6031
GB,Electric Power - Wind Farms (Mid),RMS IND,6032
GB,Electric Power - Wind Farms (Large),RMS IND,6033
GB,Electric Power - Solar Farms (Small),RMS IND,6041
GB,Electric Power - Solar Farms (Mid),RMS IND,6042
GB,Electric Power - Solar Farms (Large),RMS IND,6043
GB,Natural Gas,RMS IND,7001
GB,Food & Beverage,RMS IND,7011
GB,Data Processing/Telecommunications,RMS IND,7021
GB,Communications,RMS IND,7031
GB,Ports & Harbors,RMS IND,7041
GB,"Dams, Reservoirs only",RMS IND,7051
GB,Water/Sewage treatment plants,RMS IND,7061
GB,Outdoor Mechanical ,RMS IND,7071
GB,Airport (Small),RMS IND,7081
GB,Airport (Mid),RMS IND,7082
GB,Airport (Large),RMS IND,7083
GR,Heavy Industrial - Mining,RMS IND,1001
GR,Heavy Industrial - Cement,RMS IND,1011
GR,Heavy Industrial - Steel,RMS IND,1021
GR,Heavy Industrial - Pulp & Paper,RMS IND,1031
GR,Heavy Industrial - Glass,RMS IND,1041
GR,Heavy Industrial - General,RMS IND,1051
GR,Chemical Processing - Primarily Outdoor,RMS IND,2001
GR,Chemical Processing - Primarily Indoor,RMS IND,2011
GR,Light Industrial - Electronics,RMS IND,3001
GR,Light Industrial - Pharmaceutical,RMS IND,3011
GR,Light Industrial - Biomedical,RMS IND,3021
GR,Light Industrial - Semiconductor,RMS IND,3031
GR,Light Industrial - General Assembly,RMS IND,3041
GR,Light Industrial - General Manufacturing,RMS IND,3051
GR,Light Industrial - Technological Risk,RMS IND,3061
GR,Petrochemical - Refineries,RMS IND,4001
GR,Petrochemical - Pipelines,RMS IND,4011
GR,Petrochemical - Pipelines below ground,RMS IND,4021
GR,Petrochemical - Tank farms,RMS IND,4031
GR,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
GR,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
GR,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
GR,Electric Power Generation - Hydroelectric,RMS IND,5011
GR,Electric Power Generation - Co-Generation (Small),RMS IND,5021
GR,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
GR,Electric Power Generation - Co-Generation (Large),RMS IND,5023
GR,Electric Power Generation - Gas Power (Small),RMS IND,5031
GR,Electric Power Generation - Gas Power (Mid),RMS IND,5032
GR,Electric Power Generation - Gas Power (Large),RMS IND,5033
GR,Electric Power - T&D,RMS IND,6001
GR,Electric Power - Substations (Small),RMS IND,6011
GR,Electric Power - Substations (Mid),RMS IND,6012
GR,Electric Power - Substations (Large),RMS IND,6013
GR,Electric Power - Nuclear power plant,RMS IND,6021
GR,Electric Power - Wind Farms (Small),RMS IND,6031
GR,Electric Power - Wind Farms (Mid),RMS IND,6032
GR,Electric Power - Wind Farms (Large),RMS IND,6033
GR,Electric Power - Solar Farms (Small),RMS IND,6041
GR,Electric Power - Solar Farms (Mid),RMS IND,6042
GR,Electric Power - Solar Farms (Large),RMS IND,6043
GR,Natural Gas,RMS IND,7001
GR,Food & Beverage,RMS IND,7011
GR,Data Processing/Telecommunications,RMS IND,7021
GR,Communications,RMS IND,7031
GR,Ports & Harbors,RMS IND,7041
GR,"Dams, Reservoirs only",RMS IND,7051
GR,Water/Sewage treatment plants,RMS IND,7061
GR,Mechanical,RMS IND,7071
GR,Airport (Small),RMS IND,7081
GR,Airport (Mid),RMS IND,7082
GR,Airport (Large),RMS IND,7083
GT,Heavy Industrial - Mining,RMS IND,1001
GT,Heavy Industrial - Cement,RMS IND,1011
GT,Heavy Industrial - Steel,RMS IND,1021
GT,Heavy Industrial - Pulp & Paper,RMS IND,1031
GT,Heavy Industrial - Glass,RMS IND,1041
GT,Heavy Industrial - General,RMS IND,1051
GT,Chemical Processing - Primarily Outdoor,RMS IND,2001
GT,Chemical Processing - Primarily Indoor,RMS IND,2011
GT,Light Industrial - Electronics,RMS IND,3001
GT,Light Industrial - Pharmaceutical,RMS IND,3011
GT,Light Industrial - Biomedical,RMS IND,3021
GT,Light Industrial - Semiconductor,RMS IND,3031
GT,Light Industrial - General Assembly,RMS IND,3041
GT,Light Industrial - General Manufacturing,RMS IND,3051
GT,Light Industrial - Technological Risk,RMS IND,3061
GT,Petrochemical - Refineries,RMS IND,4001
GT,Petrochemical - Pipelines,RMS IND,4011
GT,Petrochemical - Pipelines Below Ground,RMS IND,4021
GT,Petrochemical - Tank Farms,RMS IND,4031
GT,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
GT,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
GT,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
GT,Electric Power Generation - Hydroelectric,RMS IND,5011
GT,Electric Power Generation - Co-Generation (Small),RMS IND,5021
GT,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
GT,Electric Power Generation - Co-Generation (Large),RMS IND,5023
GT,Electric Power Generation - Gas Power (Small),RMS IND,5031
GT,Electric Power Generation - Gas Power (Mid),RMS IND,5032
GT,Electric Power Generation - Gas Power (Large),RMS IND,5033
GT,Electric Power - T&D,RMS IND,6001
GT,Electric Power - Substations (Small),RMS IND,6011
GT,Electric Power - Substations (Mid),RMS IND,6012
GT,Electric Power - Substations (Large),RMS IND,6013
GT,Electric Power - Nuclear Power Plant,RMS IND,6021
GT,Electric Power - Wind Farms (Small),RMS IND,6031
GT,Electric Power - Wind Farms (Mid),RMS IND,6032
GT,Electric Power - Wind Farms (Large),RMS IND,6033
GT,Electric Power - Solar Farms (Small),RMS IND,6041
GT,Electric Power - Solar Farms (Mid),RMS IND,6042
GT,Electric Power - Solar Farms (Large),RMS IND,6043
GT,Natural Gas,RMS IND,7001
GT,Food & Beverage,RMS IND,7011
GT,Data Processing/Telecommunications,RMS IND,7021
GT,Communications,RMS IND,7031
GT,Ports & Harbors,RMS IND,7041
GT,"Dams, Reservoirs only",RMS IND,7051
GT,Water/Sewage treatment plants,RMS IND,7061
GT,Outdoor Mechanical ,RMS IND,7071
GT,Airport (Small),RMS IND,7081
GT,Airport (Mid),RMS IND,7082
GT,Airport (Large),RMS IND,7083
GU,Heavy Industrial - Mining,RMS IND,1
GU,Light Industrial - Pharmaceutical,RMS IND,10
GU,Light Industrial - Biomedical,RMS IND,11
GU,Light Industrial - Semiconductor,RMS IND,12
GU,Light Industrial - General Assembly,RMS IND,13
GU,Light Industrial - General Manufacturing,RMS IND,14
GU,Petrochemical - Refineries,RMS IND,15
GU,Petrochemical - Pipelines,RMS IND,16
GU,Electric Power Generation - Fossil Fuel,RMS IND,17
GU,Electric Power Generation - Hydroelectric,RMS IND,18
GU,Electric Power Generation - Co-Generation,RMS IND,19
GU,Heavy Industrial - Cement,RMS IND,2
GU,Electric Power - T&D,RMS IND,20
GU,Electric Power - Substations,RMS IND,21
GU,Natural Gas,RMS IND,22
GU,Food & Beverage,RMS IND,23
GU,Data Processing/Telecommunications,RMS IND,24
GU,Communications,RMS IND,25
GU,Ports & Harbors,RMS IND,26
GU,Airport,RMS IND,27
GU,Heavy Industrial - Steel,RMS IND,3
GU,Heavy Industrial - Pulp & Paper,RMS IND,4
GU,Heavy Industrial - Glass,RMS IND,5
GU,Heavy Industrial - General,RMS IND,6
GU,Chemical Processing - Primarily Outdoor,RMS IND,7
GU,Chemical Processing - Primarily Indoor,RMS IND,8
GU,Light Industrial - Electronics,RMS IND,9
HK,Heavy Industrial - Mining,RMS IND,1001
HK,Heavy Industrial - Cement,RMS IND,1011
HK,Heavy Industrial - Steel,RMS IND,1021
HK,Heavy Industrial - Pulp & Paper,RMS IND,1031
HK,Heavy Industrial - Glass,RMS IND,1041
HK,Heavy Industrial - General,RMS IND,1051
HK,Chemical Processing - Primarily Outdoor,RMS IND,2001
HK,Chemical Processing - Primarily Indoor,RMS IND,2011
HK,Light Industrial - Electronics,RMS IND,3001
HK,Light Industrial - Pharmaceutical,RMS IND,3011
HK,Light Industrial - Biomedical,RMS IND,3021
HK,Light Industrial - Semiconductor,RMS IND,3031
HK,Light Industrial - General Assembly,RMS IND,3041
HK,Light Industrial - General Manufacturing,RMS IND,3051
HK,Light Industrial - Technological Risk,RMS IND,3061
HK,Petrochemical - Refineries,RMS IND,4001
HK,Petrochemical - Pipelines,RMS IND,4011
HK,Petrochemical - Pipelines Below Ground,RMS IND,4021
HK,Petrochemical - Tank Farms,RMS IND,4031
HK,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
HK,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
HK,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
HK,Electric Power Generation - Hydroelectric,RMS IND,5011
HK,Electric Power Generation - Co-Generation (Small),RMS IND,5021
HK,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
HK,Electric Power Generation - Co-Generation (Large),RMS IND,5023
HK,Electric Power Generation - Gas Power (Small),RMS IND,5031
HK,Electric Power Generation - Gas Power (Mid),RMS IND,5032
HK,Electric Power Generation - Gas Power (Large),RMS IND,5033
HK,Electric Power - T&D,RMS IND,6001
HK,Electric Power - Substations (Small),RMS IND,6011
HK,Electric Power - Substations (Mid),RMS IND,6012
HK,Electric Power - Substations (Large),RMS IND,6013
HK,Electric Power - Nuclear Power Plant,RMS IND,6021
HK,Electric Power - Wind Farms (Small),RMS IND,6031
HK,Electric Power - Wind Farms (Mid),RMS IND,6032
HK,Electric Power - Wind Farms (Large),RMS IND,6033
HK,Electric Power - Solar Farms (Small),RMS IND,6041
HK,Electric Power - Solar Farms (Mid),RMS IND,6042
HK,Electric Power - Solar Farms (Large),RMS IND,6043
HK,Natural Gas,RMS IND,7001
HK,Food & Beverage,RMS IND,7011
HK,Data Processing/Telecommunications,RMS IND,7021
HK,Communications,RMS IND,7031
HK,Ports & Harbors,RMS IND,7041
HK,"Dams, Reservoirs only",RMS IND,7051
HK,Water/Sewage treatment plants,RMS IND,7061
HK,Outdoor Mechanical ,RMS IND,7071
HK,Airport (Small),RMS IND,7081
HK,Airport (Mid),RMS IND,7082
HK,Airport (Large),RMS IND,7083
HN,Heavy Industrial - Mining,RMS IND,1001
HN,Heavy Industrial - Cement,RMS IND,1011
HN,Heavy Industrial - Steel,RMS IND,1021
HN,Heavy Industrial - Pulp & Paper,RMS IND,1031
HN,Heavy Industrial - Glass,RMS IND,1041
HN,Heavy Industrial - General,RMS IND,1051
HN,Chemical Processing - Primarily Outdoor,RMS IND,2001
HN,Chemical Processing - Primarily Indoor,RMS IND,2011
HN,Light Industrial - Electronics,RMS IND,3001
HN,Light Industrial - Pharmaceutical,RMS IND,3011
HN,Light Industrial - Biomedical,RMS IND,3021
HN,Light Industrial - Semiconductor,RMS IND,3031
HN,Light Industrial - General Assembly,RMS IND,3041
HN,Light Industrial - General Manufacturing,RMS IND,3051
HN,Light Industrial - Technological Risk,RMS IND,3061
HN,Petrochemical - Refineries,RMS IND,4001
HN,Petrochemical - Pipelines,RMS IND,4011
HN,Petrochemical - Pipelines Below Ground,RMS IND,4021
HN,Petrochemical - Tank Farms,RMS IND,4031
HN,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
HN,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
HN,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
HN,Electric Power Generation - Hydroelectric,RMS IND,5011
HN,Electric Power Generation - Co-Generation (Small),RMS IND,5021
HN,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
HN,Electric Power Generation - Co-Generation (Large),RMS IND,5023
HN,Electric Power Generation - Gas Power (Small),RMS IND,5031
HN,Electric Power Generation - Gas Power (Mid),RMS IND,5032
HN,Electric Power Generation - Gas Power (Large),RMS IND,5033
HN,Electric Power - T&D,RMS IND,6001
HN,Electric Power - Substations (Small),RMS IND,6011
HN,Electric Power - Substations (Mid),RMS IND,6012
HN,Electric Power - Substations (Large),RMS IND,6013
HN,Electric Power - Nuclear Power Plant,RMS IND,6021
HN,Electric Power - Wind Farms (Small),RMS IND,6031
HN,Electric Power - Wind Farms (Mid),RMS IND,6032
HN,Electric Power - Wind Farms (Large),RMS IND,6033
HN,Electric Power - Solar Farms (Small),RMS IND,6041
HN,Electric Power - Solar Farms (Mid),RMS IND,6042
HN,Electric Power - Solar Farms (Large),RMS IND,6043
HN,Natural Gas,RMS IND,7001
HN,Food & Beverage,RMS IND,7011
HN,Data Processing/Telecommunications,RMS IND,7021
HN,Communications,RMS IND,7031
HN,Ports & Harbors,RMS IND,7041
HN,"Dams, Reservoirs only",RMS IND,7051
HN,Water/Sewage treatment plants,RMS IND,7061
HN,Outdoor Mechanical ,RMS IND,7071
HN,Airport (Small),RMS IND,7081
HN,Airport (Mid),RMS IND,7082
HN,Airport (Large),RMS IND,7083
HU,Heavy Industrial - Mining,RMS IND,1001
HU,Heavy Industrial - Cement,RMS IND,1011
HU,Heavy Industrial - Steel,RMS IND,1021
HU,Heavy Industrial - Pulp & Paper,RMS IND,1031
HU,Heavy Industrial - Glass,RMS IND,1041
HU,Heavy Industrial - General,RMS IND,1051
HU,Chemical Processing - Primarily Outdoor,RMS IND,2001
HU,Chemical Processing - Primarily Indoor,RMS IND,2011
HU,Light Industrial - Electronics,RMS IND,3001
HU,Light Industrial - Pharmaceutical,RMS IND,3011
HU,Light Industrial - Biomedical,RMS IND,3021
HU,Light Industrial - Semiconductor,RMS IND,3031
HU,Light Industrial - General Assembly,RMS IND,3041
HU,Light Industrial - General Manufacturing,RMS IND,3051
HU,Light Industrial - Technological Risk,RMS IND,3061
HU,Petrochemical - Refineries,RMS IND,4001
HU,Petrochemical - Pipelines,RMS IND,4011
HU,Petrochemical - Pipelines below ground,RMS IND,4021
HU,Petrochemical - Tank farms,RMS IND,4031
HU,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
HU,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
HU,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
HU,Electric Power Generation - Hydroelectric,RMS IND,5011
HU,Electric Power Generation - Co-Generation (Small),RMS IND,5021
HU,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
HU,Electric Power Generation - Co-Generation (Large),RMS IND,5023
HU,Electric Power Generation - Gas Power (Small),RMS IND,5031
HU,Electric Power Generation - Gas Power (Mid),RMS IND,5032
HU,Electric Power Generation - Gas Power (Large),RMS IND,5033
HU,Electric Power - T&D,RMS IND,6001
HU,Electric Power - Substations (Small),RMS IND,6011
HU,Electric Power - Substations (Mid),RMS IND,6012
HU,Electric Power - Substations (Large),RMS IND,6013
HU,Electric Power - Nuclear power plant,RMS IND,6021
HU,Electric Power - Wind Farms (Small),RMS IND,6031
HU,Electric Power - Wind Farms (Mid),RMS IND,6032
HU,Electric Power - Wind Farms (Large),RMS IND,6033
HU,Electric Power - Solar Farms (Small),RMS IND,6041
HU,Electric Power - Solar Farms (Mid),RMS IND,6042
HU,Electric Power - Solar Farms (Large),RMS IND,6043
HU,Natural Gas,RMS IND,7001
HU,Food & Beverage,RMS IND,7011
HU,Data Processing/Telecommunications,RMS IND,7021
HU,Communications,RMS IND,7031
HU,Ports & Harbors,RMS IND,7041
HU,"Dams, Reservoirs only",RMS IND,7051
HU,Water/Sewage treatment plants,RMS IND,7061
HU,Mechanical,RMS IND,7071
HU,Airport (Small),RMS IND,7081
HU,Airport (Mid),RMS IND,7082
HU,Airport (Large),RMS IND,7083
ID,Heavy Industrial - Mining,RMS IND,1001
ID,Heavy Industrial - Cement,RMS IND,1011
ID,Heavy Industrial - Steel,RMS IND,1021
ID,Heavy Industrial - Pulp & Paper,RMS IND,1031
ID,Heavy Industrial - Glass,RMS IND,1041
ID,Heavy Industrial - General,RMS IND,1051
ID,Chemical Processing - Primarily Outdoor,RMS IND,2001
ID,Chemical Processing - Primarily Indoor,RMS IND,2011
ID,Light Industrial - Electronics,RMS IND,3001
ID,Light Industrial - Pharmaceutical,RMS IND,3011
ID,Light Industrial - Biomedical,RMS IND,3021
ID,Light Industrial - Semiconductor,RMS IND,3031
ID,Light Industrial - General Assembly,RMS IND,3041
ID,Light Industrial - General Manufacturing,RMS IND,3051
ID,Light Industrial - Technological Risk,RMS IND,3061
ID,Petrochemical - Refineries,RMS IND,4001
ID,Petrochemical - Pipelines,RMS IND,4011
ID,Petrochemical - Pipelines Below Ground,RMS IND,4021
ID,Petrochemical - Tank Farms,RMS IND,4031
ID,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
ID,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
ID,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
ID,Electric Power Generation - Hydroelectric,RMS IND,5011
ID,Electric Power Generation - Co-Generation (Small),RMS IND,5021
ID,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
ID,Electric Power Generation - Co-Generation (Large),RMS IND,5023
ID,Electric Power Generation - Gas Power (Small),RMS IND,5031
ID,Electric Power Generation - Gas Power (Mid),RMS IND,5032
ID,Electric Power Generation - Gas Power (Large),RMS IND,5033
ID,Electric Power - T&D,RMS IND,6001
ID,Electric Power - Substations (Small),RMS IND,6011
ID,Electric Power - Substations (Mid),RMS IND,6012
ID,Electric Power - Substations (Large),RMS IND,6013
ID,Electric Power - Nuclear Power Plant,RMS IND,6021
ID,Electric Power - Wind Farms (Small),RMS IND,6031
