COUNTRY,OccupancyClassDescription,OccupancySchemeID,OccupancyClassCode
ID,Electric Power - Wind Farms (Mid),RMS IND,6032
ID,Electric Power - Wind Farms (Large),RMS IND,6033
ID,Electric Power - Solar Farms (Small),RMS IND,6041
ID,Electric Power - Solar Farms (Mid),RMS IND,6042
ID,Electric Power - Solar Farms (Large),RMS IND,6043
ID,Natural Gas,RMS IND,7001
ID,Food & Beverage,RMS IND,7011
ID,Data Processing/Telecommunications,RMS IND,7021
ID,Communications,RMS IND,7031
ID,Ports & Harbors,RMS IND,7041
ID,"Dams, Reservoirs only",RMS IND,7051
ID,Water/Sewage treatment plants,RMS IND,7061
ID,Outdoor Mechanical,RMS IND,7071
ID,Airport (Small),RMS IND,7081
ID,Airport (Mid),RMS IND,7082
ID,Airport (Large),RMS IND,7083
IE,Heavy Industrial - Mining,RMS IND,1001
IE,Heavy Industrial - Cement,RMS IND,1011
IE,Heavy Industrial - Steel,RMS IND,1021
IE,Heavy Industrial - Pulp & Paper,RMS IND,1031
IE,Heavy Industrial - Glass,RMS IND,1041
IE,Heavy Industrial - General,RMS IND,1051
IE,Chemical Processing - Primarily Outdoor,RMS IND,2001
IE,Chemical Processing - Primarily Indoor,RMS IND,2011
IE,Light Industrial - Electronics,RMS IND,3001
IE,Light Industrial - Pharmaceutical,RMS IND,3011
IE,Light Industrial - Biomedical,RMS IND,3021
IE,Light Industrial - Semiconductor,RMS IND,3031
IE,Light Industrial - General Assembly,RMS IND,3041
IE,Light Industrial - General Manufacturing,RMS IND,3051
IE,Light Industrial - Technological Risk,RMS IND,3061
IE,Petrochemical - Refineries,RMS IND,4001
IE,Petrochemical - Pipelines,RMS IND,4011
IE,Petrochemical - Pipelines below ground,RMS IND,4021
IE,Petrochemical - Tank farms,RMS IND,4031
IE,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
IE,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
IE,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
IE,Electric Power Generation - Hydroelectric,RMS IND,5011
IE,Electric Power Generation - Co-Generation (Small),RMS IND,5021
IE,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
IE,Electric Power Generation - Co-Generation (Large),RMS IND,5023
IE,Electric Power Generation - Gas Power (Small),RMS IND,5031
IE,Electric Power Generation - Gas Power (Mid),RMS IND,5032
IE,Electric Power Generation - Gas Power (Large),RMS IND,5033
IE,Electric Power - T&D,RMS IND,6001
IE,Electric Power - Substations (Small),RMS IND,6011
IE,Electric Power - Substations (Mid),RMS IND,6012
IE,Electric Power - Substations (Large),RMS IND,6013
IE,Electric Power - Nuclear power plant,RMS IND,6021
IE,Electric Power - Wind Farms (Small),RMS IND,6031
IE,Electric Power - Wind Farms (Mid),RMS IND,6032
IE,Electric Power - Wind Farms (Large),RMS IND,6033
IE,Electric Power - Solar Farms (Small),RMS IND,6041
IE,Electric Power - Solar Farms (Mid),RMS IND,6042
IE,Electric Power - Solar Farms (Large),RMS IND,6043
IE,Natural Gas,RMS IND,7001
IE,Food & Beverage,RMS IND,7011
IE,Data Processing/Telecommunications,RMS IND,7021
IE,Communications,RMS IND,7031
IE,Ports & Harbors,RMS IND,7041
IE,"Dams, Reservoirs only",RMS IND,7051
IE,Water/Sewage treatment plants,RMS IND,7061
IE,Mechanical,RMS IND,7071
IE,Airport (Small),RMS IND,7081
IE,Airport (Mid),RMS IND,7082
IE,Airport (Large),RMS IND,7083
IL,Heavy Industrial - Mining,RMS IND,1001
IL,Heavy Industrial - Cement,RMS IND,1011
IL,Heavy Industrial - Steel,RMS IND,1021
IL,Heavy Industrial - Pulp & Paper,RMS IND,1031
IL,Heavy Industrial - Glass,RMS IND,1041
IL,Heavy Industrial - General,RMS IND,1051
IL,Chemical Processing - Primarily Outdoor,RMS IND,2001
IL,Chemical Processing - Primarily Indoor,RMS IND,2011
IL,Light Industrial - Electronics,RMS IND,3001
IL,Light Industrial - Pharmaceutical,RMS IND,3011
IL,Light Industrial - Biomedical,RMS IND,3021
IL,Light Industrial - Semiconductor,RMS IND,3031
IL,Light Industrial - General Assembly,RMS IND,3041
IL,Light Industrial - General Manufacturing,RMS IND,3051
IL,Light Industrial - Technological Risk,RMS IND,3061
IL,Petrochemical - Refineries,RMS IND,4001
IL,Petrochemical - Pipelines,RMS IND,4011
IL,Petrochemical - Pipelines Below Ground,RMS IND,4021
IL,Petrochemical - Tank Farms,RMS IND,4031
IL,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
IL,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
IL,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
IL,Electric Power Generation - Hydroelectric,RMS IND,5011
IL,Electric Power Generation - Co-Generation (Small),RMS IND,5021
IL,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
IL,Electric Power Generation - Co-Generation (Large),RMS IND,5023
IL,Electric Power Generation - Gas Power (Small),RMS IND,5031
IL,Electric Power Generation - Gas Power (Mid),RMS IND,5032
IL,Electric Power Generation - Gas Power (Large),RMS IND,5033
IL,Electric Power - T&D,RMS IND,6001
IL,Electric Power - Substations (Small),RMS IND,6011
IL,Electric Power - Substations (Mid),RMS IND,6012
IL,Electric Power - Substations (Large),RMS IND,6013
IL,Electric Power - Nuclear Power Plant,RMS IND,6021
IL,Electric Power - Wind Farms (Small),RMS IND,6031
IL,Electric Power - Wind Farms (Mid),RMS IND,6032
IL,Electric Power - Wind Farms (Large),RMS IND,6033
IL,Electric Power - Solar Farms (Small),RMS IND,6041
IL,Electric Power - Solar Farms (Mid),RMS IND,6042
IL,Electric Power - Solar Farms (Large),RMS IND,6043
IL,Natural Gas,RMS IND,7001
IL,Food & Beverage,RMS IND,7011
IL,Data Processing/Telecommunications,RMS IND,7021
IL,Communications,RMS IND,7031
IL,Ports & Harbors,RMS IND,7041
IL,"Dams, Reservoirs only",RMS IND,7051
IL,Water/Sewage treatment plants,RMS IND,7061
IL,Outdoor Mechanical ,RMS IND,7071
IL,Airport (Small),RMS IND,7081
IL,Airport (Mid),RMS IND,7082
IL,Airport (Large),RMS IND,7083
IN,Heavy Industrial - Mining,RMS IND,1001
IN,Heavy Industrial - Cement,RMS IND,1011
IN,Heavy Industrial - Steel,RMS IND,1021
IN,Heavy Industrial - Pulp & Paper,RMS IND,1031
IN,Heavy Industrial - Glass,RMS IND,1041
IN,Heavy Industrial - General,RMS IND,1051
IN,Chemical Processing - Primarily Outdoor,RMS IND,2001
IN,Chemical Processing - Primarily Indoor,RMS IND,2011
IN,Light Industrial - Electronics,RMS IND,3001
IN,Light Industrial - Pharmaceutical,RMS IND,3011
IN,Light Industrial - Biomedical,RMS IND,3021
IN,Light Industrial - Semiconductor,RMS IND,3031
IN,Light Industrial - General Assembly,RMS IND,3041
IN,Light Industrial - General Manufacturing,RMS IND,3051
IN,Light Industrial - Technological Risk,RMS IND,3061
IN,Petrochemical - Refineries,RMS IND,4001
IN,Petrochemical - Pipelines,RMS IND,4011
IN,Petrochemical - Pipelines Below Ground,RMS IND,4021
IN,Petrochemical - Tank Farms,RMS IND,4031
IN,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
IN,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
IN,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
IN,Electric Power Generation - Hydroelectric,RMS IND,5011
IN,Electric Power Generation - Co-Generation (Small),RMS IND,5021
IN,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
IN,Electric Power Generation - Co-Generation (Large),RMS IND,5023
IN,Electric Power Generation - Gas Power (Small),RMS IND,5031
IN,Electric Power Generation - Gas Power (Mid),RMS IND,5032
IN,Electric Power Generation - Gas Power (Large),RMS IND,5033
IN,Electric Power - T&D,RMS IND,6001
IN,Electric Power - Substations (Small),RMS IND,6011
IN,Electric Power - Substations (Mid),RMS IND,6012
IN,Electric Power - Substations (Large),RMS IND,6013
IN,Electric Power - Nuclear Power Plant,RMS IND,6021
IN,Electric Power - Wind Farms (Small),RMS IND,6031
IN,Electric Power - Wind Farms (Mid),RMS IND,6032
IN,Electric Power - Wind Farms (Large),RMS IND,6033
IN,Electric Power - Solar Farms (Small),RMS IND,6041
IN,Electric Power - Solar Farms (Mid),RMS IND,6042
IN,Electric Power - Solar Farms (Large),RMS IND,6043
IN,Natural Gas,RMS IND,7001
IN,Food & Beverage,RMS IND,7011
IN,Data Processing/Telecommunications,RMS IND,7021
IN,Communications,RMS IND,7031
IN,Ports & Harbors,RMS IND,7041
IN,"Dams, Reservoirs only",RMS IND,7051
IN,Water/Sewage treatment plants,RMS IND,7061
IN,Outdoor Mechanical ,RMS IND,7071
IN,Airport (Small),RMS IND,7081
IN,Airport (Mid),RMS IND,7082
IN,Airport (Large),RMS IND,7083
IT,Heavy Industrial - Mining,RMS IND,1001
IT,Heavy Industrial - Cement,RMS IND,1011
IT,Heavy Industrial - Steel,RMS IND,1021
IT,Heavy Industrial - Pulp & Paper,RMS IND,1031
IT,Heavy Industrial - Glass,RMS IND,1041
IT,Heavy Industrial - General,RMS IND,1051
IT,Chemical Processing - Primarily Outdoor,RMS IND,2001
IT,Chemical Processing - Primarily Indoor,RMS IND,2011
IT,Light Industrial - Electronics,RMS IND,3001
IT,Light Industrial - Pharmaceutical,RMS IND,3011
IT,Light Industrial - Biomedical,RMS IND,3021
IT,Light Industrial - Semiconductor,RMS IND,3031
IT,Light Industrial - General Assembly,RMS IND,3041
IT,Light Industrial - General Manufacturing,RMS IND,3051
IT,Light Industrial - Technological Risk,RMS IND,3061
IT,Petrochemical - Refineries,RMS IND,4001
IT,Petrochemical - Pipelines,RMS IND,4011
IT,Petrochemical - Pipelines below ground,RMS IND,4021
IT,Petrochemical - Tank farms,RMS IND,4031
IT,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
IT,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
IT,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
IT,Electric Power Generation - Hydroelectric,RMS IND,5011
IT,Electric Power Generation - Co-Generation (Small),RMS IND,5021
IT,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
IT,Electric Power Generation - Co-Generation (Large),RMS IND,5023
IT,Electric Power Generation - Gas Power (Small),RMS IND,5031
IT,Electric Power Generation - Gas Power (Mid),RMS IND,5032
IT,Electric Power Generation - Gas Power (Large),RMS IND,5033
IT,Electric Power - T&D,RMS IND,6001
IT,Electric Power - Substations (Small),RMS IND,6011
IT,Electric Power - Substations (Mid),RMS IND,6012
IT,Electric Power - Substations (Large),RMS IND,6013
IT,Electric Power - Nuclear power plant,RMS IND,6021
IT,Electric Power - Wind Farms (Small),RMS IND,6031
IT,Electric Power - Wind Farms (Mid),RMS IND,6032
IT,Electric Power - Wind Farms (Large),RMS IND,6033
IT,Electric Power - Solar Farms (Small),RMS IND,6041
IT,Electric Power - Solar Farms (Mid),RMS IND,6042
IT,Electric Power - Solar Farms (Large),RMS IND,6043
IT,Natural Gas,RMS IND,7001
IT,Food & Beverage,RMS IND,7011
IT,Data Processing/Telecommunications,RMS IND,7021
IT,Communications,RMS IND,7031
IT,Ports & Harbors,RMS IND,7041
IT,"Dams, Reservoirs only",RMS IND,7051
IT,Water/Sewage treatment plants,RMS IND,7061
IT,Mechanical,RMS IND,7071
IT,Airport (Small),RMS IND,7081
IT,Airport (Mid),RMS IND,7082
IT,Airport (Large),RMS IND,7083
JP,Heavy Industrial - Mining,RMS IND,1
JP,Light Industrial - Pharmaceutical,RMS IND,10
JP,Heavy Industrial - Mining,RMS IND,1001
JP,Heavy Industrial - Cement,RMS IND,1011
JP,Heavy Industrial - Steel,RMS IND,1021
JP,Heavy Industrial - Pulp & Paper,RMS IND,1031
JP,Heavy Industrial - Glass,RMS IND,1041
JP,Heavy Industrial - General,RMS IND,1051
JP,Light Industrial - Biomedical,RMS IND,11
JP,Light Industrial - Semiconductor,RMS IND,12
JP,Light Industrial - General Assembly,RMS IND,13
JP,Light Industrial - General Manufacturing,RMS IND,14
JP,Petrochemical - Refineries,RMS IND,15
JP,Petrochemical - Pipelines,RMS IND,16
JP,Electric Power Generation - Coal Power (Mid),RMS IND,17
JP,Electric Power Generation - Hydroelectric,RMS IND,18
JP,Electric Power Generation - Co-Generation (Mid),RMS IND,19
JP,Heavy Industrial - Cement,RMS IND,2
JP,Electric Power - T&D,RMS IND,20
JP,Chemical Processing - Primarily Outdoor,RMS IND,2001
JP,Chemical Processing - Primarily Indoor,RMS IND,2011
JP,Electric Power - Substations (Mid),RMS IND,21
JP,Natural Gas,RMS IND,22
JP,Food & Beverage,RMS IND,23
JP,Data Processing/Telecommunications,RMS IND,24
JP,Communications,RMS IND,25
JP,Ports & Harbors,RMS IND,26
JP,Airport (Mid),RMS IND,27
JP,Heavy Industrial - Steel,RMS IND,3
JP,Light Industrial - Electronics,RMS IND,3001
JP,Light Industrial - Pharmaceutical,RMS IND,3011
JP,Light Industrial - Biomedical,RMS IND,3021
JP,Light Industrial - Semiconductor,RMS IND,3031
JP,Light Industrial - General Assembly,RMS IND,3041
JP,Light Industrial - General Manufacturing,RMS IND,3051
JP,Light Industrial - Technological Risk,RMS IND,3061
JP,Heavy Industrial - Pulp & Paper,RMS IND,4
JP,Petrochemical - Refineries,RMS IND,4001
JP,Petrochemical - Pipelines,RMS IND,4011
JP,Petrochemical - Pipelines Below Ground,RMS IND,4021
JP,Petrochemical - Tank Farms,RMS IND,4031
JP,Heavy Industrial - Glass,RMS IND,5
JP,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
JP,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
JP,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
JP,Electric Power Generation - Hydroelectric,RMS IND,5011
JP,Electric Power Generation - Co-Generation (Small),RMS IND,5021
JP,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
JP,Electric Power Generation - Co-Generation (Large),RMS IND,5023
JP,Electric Power Generation - Gas Power (Small),RMS IND,5031
JP,Electric Power Generation - Gas Power (Mid),RMS IND,5032
JP,Electric Power Generation - Gas Power (Large),RMS IND,5033
JP,Heavy Industrial - General,RMS IND,6
JP,Electric Power - T&D,RMS IND,6001
JP,Electric Power - Substations (Small),RMS IND,6011
JP,Electric Power - Substations (Mid),RMS IND,6012
JP,Electric Power - Substations (Large),RMS IND,6013
JP,Electric Power - Nuclear Power Plant,RMS IND,6021
JP,Electric Power - Wind Farms (Small),RMS IND,6031
JP,Electric Power - Wind Farms (Mid),RMS IND,6032
JP,Electric Power - Wind Farms (Large),RMS IND,6033
JP,Electric Power - Solar Farms (Small),RMS IND,6041
JP,Electric Power - Solar Farms (Mid),RMS IND,6042
JP,Electric Power - Solar Farms (Large),RMS IND,6043
JP,Chemical Processing - Primarily Outdoor,RMS IND,7
JP,Natural Gas,RMS IND,7001
JP,Food & Beverage,RMS IND,7011
JP,Data Processing/Telecommunications,RMS IND,7021
JP,Communications,RMS IND,7031
JP,Ports & Harbors,RMS IND,7041
JP,"Dams, Reservoirs only",RMS IND,7051
JP,Water/Sewage treatment plants,RMS IND,7061
JP,Outdoor Mechanical ,RMS IND,7071
JP,Airport (small),RMS IND,7081
JP,Airport (Mid),RMS IND,7082
JP,Airport (Large),RMS IND,7083
JP,Chemical Processing - Primarily Indoor,RMS IND,8
JP,Light Industrial - Electronics,RMS IND,9
KR,Heavy Industrial - Mining,RMS IND,1001
KR,Heavy Industrial - Cement,RMS IND,1011
KR,Heavy Industrial - Steel,RMS IND,1021
KR,Heavy Industrial - Pulp & Paper,RMS IND,1031
KR,Heavy Industrial - Glass,RMS IND,1041
KR,Heavy Industrial - General,RMS IND,1051
KR,Chemical Processing - Primarily Outdoor,RMS IND,2001
KR,Chemical Processing - Primarily Indoor,RMS IND,2011
KR,Light Industrial - Electronics,RMS IND,3001
KR,Light Industrial - Pharmaceutical,RMS IND,3011
KR,Light Industrial - Biomedical,RMS IND,3021
KR,Light Industrial - Semiconductor,RMS IND,3031
KR,Light Industrial - General Assembly,RMS IND,3041
KR,Light Industrial - General Manufacturing,RMS IND,3051
KR,Light Industrial - Technological Risk,RMS IND,3061
KR,Petrochemical - Refineries,RMS IND,4001
KR,Petrochemical - Pipelines,RMS IND,4011
KR,Petrochemical - Pipelines Below Ground,RMS IND,4021
KR,Petrochemical - Tank Farms,RMS IND,4031
KR,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
KR,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
KR,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
KR,Electric Power Generation - Hydroelectric,RMS IND,5011
KR,Electric Power Generation - Co-Generation (Small),RMS IND,5021
KR,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
KR,Electric Power Generation - Co-Generation (Large),RMS IND,5023
KR,Electric Power Generation - Gas Power (Small),RMS IND,5031
KR,Electric Power Generation - Gas Power (Mid),RMS IND,5032
KR,Electric Power Generation - Gas Power (Large),RMS IND,5033
KR,Electric Power - T&D,RMS IND,6001
KR,Electric Power - Substations (Small),RMS IND,6011
KR,Electric Power - Substations (Mid),RMS IND,6012
KR,Electric Power - Substations (Large),RMS IND,6013
KR,Electric Power - Nuclear Power Plant,RMS IND,6021
KR,Electric Power - Wind Farms (Small),RMS IND,6031
KR,Electric Power - Wind Farms (Mid),RMS IND,6032
KR,Electric Power - Wind Farms (Large),RMS IND,6033
KR,Electric Power - Solar Farms (Small),RMS IND,6041
KR,Electric Power - Solar Farms (Mid),RMS IND,6042
KR,Electric Power - Solar Farms (Large),RMS IND,6043
KR,Natural Gas,RMS IND,7001
KR,Food & Beverage,RMS IND,7011
KR,Data Processing/Telecommunications,RMS IND,7021
KR,Communications,RMS IND,7031
KR,Ports & Harbors,RMS IND,7041
KR,"Dams, Reservoirs only",RMS IND,7051
KR,Water/Sewage treatment plants,RMS IND,7061
KR,Outdoor Mechanical,RMS IND,7071
KR,Airport (Small),RMS IND,7081
KR,Airport (Mid),RMS IND,7082
KR,Airport (Large),RMS IND,7083
LI,Heavy Industrial - Mining,RMS IND,1001
LI,Heavy Industrial - Cement,RMS IND,1011
LI,Heavy Industrial - Steel,RMS IND,1021
LI,Heavy Industrial - Pulp & Paper,RMS IND,1031
LI,Heavy Industrial - Glass,RMS IND,1041
LI,Heavy Industrial - General,RMS IND,1051
LI,Chemical Processing - Primarily Outdoor,RMS IND,2001
LI,Chemical Processing - Primarily Indoor,RMS IND,2011
LI,Light Industrial - Electronics,RMS IND,3001
LI,Light Industrial - Pharmaceutical,RMS IND,3011
LI,Light Industrial - Biomedical,RMS IND,3021
LI,Light Industrial - Semiconductor,RMS IND,3031
LI,Light Industrial - General Assembly,RMS IND,3041
LI,Light Industrial - General Manufacturing,RMS IND,3051
LI,Light Industrial - Technological Risk,RMS IND,3061
LI,Petrochemical - Refineries,RMS IND,4001
LI,Petrochemical - Pipelines,RMS IND,4011
LI,Petrochemical - Pipelines below ground,RMS IND,4021
LI,Petrochemical - Tank farms,RMS IND,4031
LI,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
LI,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
LI,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
LI,Electric Power Generation - Hydroelectric,RMS IND,5011
LI,Electric Power Generation - Co-Generation (Small),RMS IND,5021
LI,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
LI,Electric Power Generation - Co-Generation (Large),RMS IND,5023
LI,Electric Power Generation - Gas Power (Small),RMS IND,5031
LI,Electric Power Generation - Gas Power (Mid),RMS IND,5032
LI,Electric Power Generation - Gas Power (Large),RMS IND,5033
LI,Electric Power - T&D,RMS IND,6001
LI,Electric Power - Substations (Small),RMS IND,6011
LI,Electric Power - Substations (Mid),RMS IND,6012
LI,Electric Power - Substations (Large),RMS IND,6013
LI,Electric Power - Nuclear power plant,RMS IND,6021
LI,Electric Power - Wind Farms (Small),RMS IND,6031
LI,Electric Power - Wind Farms (Mid),RMS IND,6032
LI,Electric Power - Wind Farms (Large),RMS IND,6033
LI,Electric Power - Solar Farms (Small),RMS IND,6041
LI,Electric Power - Solar Farms (Mid),RMS IND,6042
LI,Electric Power - Solar Farms (Large),RMS IND,6043
LI,Natural Gas,RMS IND,7001
LI,Food & Beverage,RMS IND,7011
LI,Data Processing/Telecommunications,RMS IND,7021
LI,Communications,RMS IND,7031
LI,Ports & Harbors,RMS IND,7041
LI,"Dams, Reservoirs only",RMS IND,7051
LI,Water/Sewage treatment plants,RMS IND,7061
LI,Mechanical,RMS IND,7071
LI,Airport (Small),RMS IND,7081
LI,Airport (Mid),RMS IND,7082
LI,Airport (Large),RMS IND,7083
LU,Heavy Industrial - Mining,RMS IND,1001
LU,Heavy Industrial - Cement,RMS IND,1011
LU,Heavy Industrial - Steel,RMS IND,1021
LU,Heavy Industrial - Pulp & Paper,RMS IND,1031
LU,Heavy Industrial - Glass,RMS IND,1041
LU,Heavy Industrial - General,RMS IND,1051
LU,Chemical Processing - Primarily Outdoor,RMS IND,2001
LU,Chemical Processing - Primarily Indoor,RMS IND,2011
LU,Light Industrial - Electronics,RMS IND,3001
LU,Light Industrial - Pharmaceutical,RMS IND,3011
LU,Light Industrial - Biomedical,RMS IND,3021
LU,Light Industrial - Semiconductor,RMS IND,3031
LU,Light Industrial - General Assembly,RMS IND,3041
LU,Light Industrial - General Manufacturing,RMS IND,3051
LU,Light Industrial - Technological Risk,RMS IND,3061
LU,Petrochemical - Refineries,RMS IND,4001
LU,Petrochemical - Pipelines,RMS IND,4011
LU,Petrochemical - Pipelines below ground,RMS IND,4021
LU,Petrochemical - Tank farms,RMS IND,4031
LU,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
LU,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
LU,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
LU,Electric Power Generation - Hydroelectric,RMS IND,5011
LU,Electric Power Generation - Co-Generation (Small),RMS IND,5021
LU,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
LU,Electric Power Generation - Co-Generation (Large),RMS IND,5023
LU,Electric Power Generation - Gas Power (Small),RMS IND,5031
LU,Electric Power Generation - Gas Power (Mid),RMS IND,5032
LU,Electric Power Generation - Gas Power (Large),RMS IND,5033
LU,Electric Power - T&D,RMS IND,6001
LU,Electric Power - Substations (Small),RMS IND,6011
LU,Electric Power - Substations (Mid),RMS IND,6012
LU,Electric Power - Substations (Large),RMS IND,6013
LU,Electric Power - Nuclear power plant,RMS IND,6021
LU,Electric Power - Wind Farms (Small),RMS IND,6031
LU,Electric Power - Wind Farms (Mid),RMS IND,6032
LU,Electric Power - Wind Farms (Large),RMS IND,6033
LU,Electric Power - Solar Farms (Small),RMS IND,6041
LU,Electric Power - Solar Farms (Mid),RMS IND,6042
LU,Electric Power - Solar Farms (Large),RMS IND,6043
LU,Natural Gas,RMS IND,7001
LU,Food & Beverage,RMS IND,7011
LU,Data Processing/Telecommunications,RMS IND,7021
LU,Communications,RMS IND,7031
LU,Ports & Harbors,RMS IND,7041
LU,"Dams, Reservoirs only",RMS IND,7051
LU,Water/Sewage treatment plants,RMS IND,7061
LU,Mechanical,RMS IND,7071
LU,Airport (Small),RMS IND,7081
LU,Airport (Mid),RMS IND,7082
LU,Airport (Large),RMS IND,7083
MX,Heavy Industrial - Mining,RMS IND,1001
MX,Heavy Industrial - Cement,RMS IND,1011
MX,Heavy Industrial - Steel,RMS IND,1021
MX,Heavy Industrial - Pulp & Paper,RMS IND,1031
MX,Heavy Industrial - Glass,RMS IND,1041
MX,Heavy Industrial - General,RMS IND,1051
MX,Chemical Processing - Primarily Outdoor,RMS IND,2001
MX,Chemical Processing - Primarily Indoor,RMS IND,2011
MX,Light Industrial - Electronics,RMS IND,3001
MX,Light Industrial - Pharmaceutical,RMS IND,3011
MX,Light Industrial - Biomedical,RMS IND,3021
MX,Light Industrial - Semiconductor,RMS IND,3031
MX,Light Industrial - General Assembly,RMS IND,3041
MX,Light Industrial - General Manufacturing,RMS IND,3051
MX,Light Industrial - Technological Risk,RMS IND,3061
MX,Petrochemical - Refineries,RMS IND,4001
MX,Petrochemical - Pipelines,RMS IND,4011
MX,Petrochemical - Pipelines below ground,RMS IND,4021
MX,Petrochemical - Tank farms,RMS IND,4031
MX,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
MX,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
MX,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
MX,Electric Power Generation - Hydroelectric,RMS IND,5011
MX,Electric Power Generation - Co-Generation (Small),RMS IND,5021
MX,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
MX,Electric Power Generation - Co-Generation (Large),RMS IND,5023
MX,Electric Power Generation - Gas Power (Small),RMS IND,5031
MX,Electric Power Generation - Gas Power (Mid),RMS IND,5032
MX,Electric Power Generation - Gas Power (Large),RMS IND,5033
MX,Electric Power - T&D,RMS IND,6001
MX,Electric Power - Substations (Small),RMS IND,6011
MX,Electric Power - Substations (Mid),RMS IND,6012
MX,Electric Power - Substations (Large),RMS IND,6013
MX,Electric Power - Nuclear power plant,RMS IND,6021
MX,Electric Power - Wind Farms (Small),RMS IND,6031
MX,Electric Power - Wind Farms (Mid),RMS IND,6032
MX,Electric Power - Wind Farms (Large),RMS IND,6033
MX,Electric Power - Solar Farms (Small),RMS IND,6041
MX,Electric Power - Solar Farms (Mid),RMS IND,6042
MX,Electric Power - Solar Farms (Large),RMS IND,6043
MX,Natural Gas,RMS IND,7001
MX,Food & Beverage,RMS IND,7011
MX,Data Processing/Telecommunications,RMS IND,7021
MX,Communications,RMS IND,7031
MX,Ports & Harbors,RMS IND,7041
MX,"Dams, Reservoirs only",RMS IND,7051
MX,Water/Sewage treatment plants,RMS IND,7061
MX,Outdoor Mechanical ,RMS IND,7071
MX,Airport (Small),RMS IND,7081
MX,Airport (Mid),RMS IND,7082
MX,Airport (Large),RMS IND,7083
MY,Heavy Industrial - Mining,RMS IND,1001
MY,Heavy Industrial - Cement,RMS IND,1011
MY,Heavy Industrial - Steel,RMS IND,1021
MY,Heavy Industrial - Pulp & Paper,RMS IND,1031
MY,Heavy Industrial - Glass,RMS IND,1041
MY,Heavy Industrial - General,RMS IND,1051
MY,Chemical Processing - Primarily Outdoor,RMS IND,2001
MY,Chemical Processing - Primarily Indoor,RMS IND,2011
MY,Light Industrial - Electronics,RMS IND,3001
MY,Light Industrial - Pharmaceutical,RMS IND,3011
MY,Light Industrial - Biomedical,RMS IND,3021
MY,Light Industrial - Semiconductor,RMS IND,3031
MY,Light Industrial - General Assembly,RMS IND,3041
MY,Light Industrial - General Manufacturing,RMS IND,3051
MY,Light Industrial - Technological Risk,RMS IND,3061
MY,Petrochemical - Refineries,RMS IND,4001
MY,Petrochemical - Pipelines,RMS IND,4011
MY,Petrochemical - Pipelines Below Ground,RMS IND,4021
MY,Petrochemical - Tank Farms,RMS IND,4031
MY,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
MY,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
MY,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
MY,Electric Power Generation - Hydroelectric,RMS IND,5011
MY,Electric Power Generation - Co-Generation (Small),RMS IND,5021
MY,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
MY,Electric Power Generation - Co-Generation (Large),RMS IND,5023
MY,Electric Power Generation - Gas Power (Small),RMS IND,5031
MY,Electric Power Generation - Gas Power (Mid),RMS IND,5032
MY,Electric Power Generation - Gas Power (Large),RMS IND,5033
MY,Electric Power - T&D,RMS IND,6001
MY,Electric Power - Substations (Small),RMS IND,6011
MY,Electric Power - Substations (Mid),RMS IND,6012
MY,Electric Power - Substations (Large),RMS IND,6013
