COUNTRY,ConstructionClassDescription,ConstructionSchemeID,ConstructionClassCode
DK,UNKNOWN,RMS,0
DK,WOOD,RMS,1
DK,Pipelines At Grade,RMS,10
DK,Concrete Dams,RMS,11
DK,Earthfill and Rockfill Dams,RMS,12
DK,Alluvium Tunnels,RMS,13
DK,Rock Tunnels,RMS,14
DK,Cut & Cover Tunnels,RMS,15
DK,Underground Liquid Storage Tanks,RMS,16
DK,Underground Solid Storage Tanks,RMS,17
DK,On Ground Liquid Storage Tanks,RMS,18
DK,On Ground Solid Storage Tanks,RMS,19
DK,Light Wood Frame,RMS,1A
DK,Light Wood Stud Walls,RMS,1A1
DK,Light Wood Post & Beam,RMS,1A2
DK,Heavy Timber,RMS,1B
DK,Heavy Timber Frame,RMS,1B1
DK,Heavy Timber Frame with Unreinforced Masonry Infill,RMS,1B2
DK,Wood Frame Tiled Roof,RMS,1C1
DK,Wood Frame Flat Roof,RMS,1C2
DK,Wood Frame Thatch Roof,RMS,1C3
DK,MASONRY,RMS,2
DK,Elevated Liquid Storage Tanks,RMS,20
DK,Elevated Solid Storage Tanks,RMS,21
DK,Railroad (Track and Bed),RMS,22
DK,Highways,RMS,23
DK,Runways,RMS,24
DK,High Industrial Masonry Chimneys,RMS,25
DK,High Industrial Concrete Chimneys,RMS,26
DK,High Industrial Steel Chimneys,RMS,27
DK,Cranes,RMS,28
DK,Conveyor Systems,RMS,29
DK,Weak Masonry,RMS,2A
DK,Rubble Stone Masonry,RMS,2A1
DK,Adobe,RMS,2A2
DK,Unreinforced Masonry,RMS,2B
DK,Unreinforced Cut Stone Masonry,RMS,2B1
DK,Unreinforced Solid Brick Masonry,RMS,2B2
DK,Unreinforced Concrete Block Masonry,RMS,2B3
DK,Structural Masonry,RMS,2C
DK,Reinforced Masonry,RMS,2C1
DK,Confined Masonry,RMS,2C2
DK,Masonry Steep Tiled Roof,RMS,2D1
DK,Masonry Low Slope Tiled Roof,RMS,2D2
DK,Masonry Flat Roof,RMS,2D3
DK,Masonry Thatch Roof,RMS,2D4
DK,REINFORCED CONCRETE,RMS,3
DK,Conventional (< 100 ft.) Electrical Transmission Line Towers,RMS,30
DK,Major (> 100 ft.) Electrical Transmission Line Towers,RMS,31
DK,Broadcast Towers,RMS,32
DK,Observation Towers,RMS,33
DK,Offshore Towers,RMS,34
DK,Canals,RMS,35
DK,Earth Retaining Structures (> 20 ft. high),RMS,36
DK,Waterfront Structures,RMS,37
DK,Residential Equipment,RMS,38
DK,Office Equipment,RMS,39
DK,Cast-in-place Reinforced Concrete with Concrete Roof Deck,RMS,3A
DK,Reinforced Concrete Moment Resisting Frame,RMS,3A1
DK,RCMRF with Shear Walls,RMS,3A2
DK,RCMRF with Unreinforced Masonry Infill,RMS,3A3
DK,Reinforced Concrete Shear Wall,RMS,3A4
DK,Waffle or Flat Slab,RMS,3A5
DK,Steel & Reinforced Concrete Composite Frame,RMS,3A6
DK,Precast Reinforced Concrete with Concrete Roof Deck,RMS,3B
DK,Precast Moment Resisting Frame,RMS,3B1
DK,Precast MRF with Shear Walls,RMS,3B2
DK,Precast MRF with Unreinforced Masonry Infill,RMS,3B3
DK,Tilt-Up,RMS,3B4
DK,Precast Panel Bearing Wall,RMS,3B5
DK,Lift Slab,RMS,3B6
DK,Reinforced Concrete Tiled Roof,RMS,3C1
DK,Reinforced Concrete Flat Roof,RMS,3C2
DK,STEEL,RMS,4
DK,Electrical Equipment,RMS,40
DK,Mechanical Equipment,RMS,41
DK,High Technology/Lab Equipment,RMS,42
DK,"Trains, Trucks, Airplanes",RMS,43
DK,Automobiles - Personal,RMS,44
DK,Automobiles - Dealers,RMS,45
DK,Steel Frame with Concrete Roof Deck,RMS,4A
DK,Steel Moment Resisting Frame,RMS,4A1
DK,Steel MRF with Shear Walls,RMS,4A2
DK,Steel MRF with Unreinforced Masonry Infill,RMS,4A3
DK,Concentrically Braced Steel Frame,RMS,4A4
DK,Eccentrically Braced Steel Frame,RMS,4A5
DK,Light Metal,RMS,4B
DK,Light Metal Frame,RMS,4B1
DK,Light Metal Frame with Unreinforced Masonry Infill,RMS,4B2
DK,Steel Tiled Roof,RMS,4C1
DK,Steel Flat Roof,RMS,4C2
DK,MANUFACTURED/MOBILE HOME,RMS,5
DK,Manufactured/Mobile Home without Tie-Downs,RMS,5A
DK,Manufactured/Mobile Home with Tie-Downs,RMS,5B
DK,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,RMS,6
DK,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,RMS,7
DK,Major Bridges (> 500 ft. spans),RMS,8
DK,Underground Pipelines,RMS,9
EC,Unknown,ATC,0
EC,Wood Frame,ATC,1
EC,Moment Steel Frame (Perimeter),ATC,10
EC,Moment Steel Frame (Distributed),ATC,11
EC,Ductile RC Frame (Distributed),ATC,12
EC,Non-Ductile RC Frame (Distributed),ATC,13
EC,Precast Concrete (Non Tilt-Up),ATC,14
EC,Long Span,ATC,15
EC,Tilt-Up,ATC,16
EC,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,ATC,19
EC,Light Metal,ATC,2
EC,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,ATC,20
EC,Major Bridges (> 500 ft. spans),ATC,21
EC,Pipelines,ATC,22
EC,Concrete Dams,ATC,24
EC,Earthfill and Rockfill Dams,ATC,25
EC,Alluvium Tunnels,ATC,26
EC,Rock Tunnels,ATC,27
EC,Cut & Cover Tunnels,ATC,28
EC,Non-Elevated Tanks,ATC,29
EC,Unreinforced Masonry Wall,ATC,3
EC,Elevated Tanks,ATC,33
EC,Railroads (Track & Bed),ATC,35
EC,Highways,ATC,36
EC,Runways,ATC,37
EC,High Industrial Masonry Chimneys,ATC,38
EC,High Industrial Concrete Chimneys,ATC,39
EC,URM Wall with Frame,ATC,4
EC,High Industrial Steel Chimneys,ATC,40
EC,Cranes,ATC,41
EC,Conveyor Systems,ATC,42
EC,Electrical Transmission Line Towers and Broadcast Towers,ATC,43
EC,Canals,ATC,48
EC,Earth Retaining Structures (> 20 ft. high),ATC,49
EC,RC Shear Wall with Frame,ATC,5
EC,Waterfront Structures,ATC,50
EC,Residential Equipment,ATC,51
EC,Office Equipment,ATC,52
EC,Electrical Equipment,ATC,53
EC,Mechanical Equipment,ATC,54
EC,High Technology/Lab Equipment,ATC,55
EC,"Trains, Trucks, Airplanes",ATC,56
EC,RC Shear Wall without Frame,ATC,6
EC,RM Shear Wall,ATC,7
EC,RM Shear Wall with Frame,ATC,8
EC,Braced Steel Frame,ATC,9
EC,UNKNOWN,RMS,0
EC,WOOD,RMS,1
EC,Concrete Dams,RMS,11
EC,Earthfill and Rockfill Dams,RMS,12
EC,Alluvium Tunnels,RMS,13
EC,Rock Tunnels,RMS,14
EC,Cut & Cover Tunnels,RMS,15
EC,Non-Elevated Tanks,RMS,16
EC,Light Wood Frame,RMS,1A
EC,Light Wood Stud Walls,RMS,1A1
EC,Light Wood with URM/Adobe Infill,RMS,1A4
EC,Heavy Timber,RMS,1B
EC,Heavy Timber Frame,RMS,1B1
EC,MASONRY,RMS,2
EC,Elevated Tanks,RMS,20
EC,Railroad (Track and Bed),RMS,22
EC,Highways,RMS,23
EC,Runways,RMS,24
EC,High Industrial Masonry Chimneys,RMS,25
EC,High Industrial Concrete Chimneys,RMS,26
EC,High Industrial Steel Chimneys,RMS,27
EC,Cranes,RMS,28
EC,Conveyor Systems,RMS,29
EC,Weak Masonry,RMS,2A
EC,Adobe,RMS,2A2
EC,Reinforced Adobe,RMS,2A3
EC,Unreinforced Masonry,RMS,2B
EC,Unreinforced Cut Stone Masonry,RMS,2B1
EC,Unreinforced Solid Brick Masonry,RMS,2B2
EC,Unreinforced Concrete Block Masonry,RMS,2B3
EC,Bahareque,RMS,2B6
EC,Structural Masonry,RMS,2C
EC,Reinforced Masonry,RMS,2C1
EC,Confined Masonry,RMS,2C2
EC,Reinforced Masonry with Wood or Metal Studs in the upper floors,RMS,2C5
EC,REINFORCED CONCRETE,RMS,3
EC,Electrical Transmission Line Towers and Broadcast Towers,RMS,30
EC,Canals,RMS,35
EC,Earth Retaining Structures (> 20 ft. high),RMS,36
EC,Waterfront Structures,RMS,37
EC,Residential Equipment,RMS,38
EC,Office Equipment,RMS,39
EC,Cast-in-place Reinforced Concrete with Concrete Roof Deck,RMS,3A
EC,Reinforced Concrete Moment Resisting Frame,RMS,3A1
EC,RCMRF with Shear Walls,RMS,3A2
EC,Reinforced Concrete Shear Walls with limited ductility,RMS,3A23
EC,RCMRF with Unreinforced Masonry Infill,RMS,3A3
EC,Reinforced Concrete Shear Wall,RMS,3A4
EC,RCMRF with Waffle or Flat Slab,RMS,3A5
EC,RCMRF with Shear Walls with Waffle or Flat Slab,RMS,3A7
EC,Precast Reinforced Concrete with Concrete Roof Deck,RMS,3B
EC,Tilt-Up,RMS,3B4
EC,STEEL,RMS,4
EC,Electrical Equipment,RMS,40
EC,Mechanical Equipment,RMS,41
EC,High Technology/Lab Equipment,RMS,42
EC,"Trains, Trucks, Airplanes",RMS,43
EC,Automobiles - Personal,RMS,44
EC,Automobiles - Dealers,RMS,45
EC,Steel Frame with Concrete Roof Deck,RMS,4A
EC,Steel Moment Resisting Frame,RMS,4A1
EC,Steel MRF with Shear Walls,RMS,4A2
EC,Steel MRF with Unreinforced Masonry Infill,RMS,4A3
EC,Concentrically Braced Steel Frame,RMS,4A4
EC,Light Metal,RMS,4B
EC,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,RMS,6
EC,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,RMS,7
EC,Major Bridges (> 500 ft. spans),RMS,8
EC,Pipelines,RMS,9
ES,Unknown,ATC,0
ES,Wood Frame,ATC,1
ES,Moment Steel Frame (Perimeter),ATC,10
ES,Moment Steel Frame (Distributed),ATC,11
ES,Ductile RC Frame (Distributed),ATC,12
ES,Non-Ductile RC Frame (Distributed),ATC,13
ES,Precast Concrete (Non Tilt-Up),ATC,14
ES,Long Span,ATC,15
ES,Tilt-Up,ATC,16
ES,Mobile Home,ATC,17
ES,Specially Engineered Facility,ATC,18
ES,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,ATC,19
ES,Light Metal,ATC,2
ES,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,ATC,20
ES,Major Bridges (> 500 ft. spans),ATC,21
ES,Pipelines - Underground,ATC,22
ES,Pipelines At Grade,ATC,23
ES,Concrete Dams,ATC,24
ES,Earthfill and Rockfill Dams,ATC,25
ES,Alluvium Tunnels,ATC,26
ES,Rock Tunnels,ATC,27
ES,Cut & Cover Tunnels,ATC,28
ES,Storage Tanks - Underground Liquid,ATC,29
ES,Unreinforced Masonry Wall,ATC,3
ES,Underground Solid Storage Tanks,ATC,30
ES,On Ground Liquid Storage Tanks,ATC,31
ES,On Ground Solid Storage Tanks,ATC,32
ES,Storage Tanks - Elevated Liquid,ATC,33
ES,Elevated Solid Storage Tanks,ATC,34
ES,Railroads (Track & Bed),ATC,35
ES,Highways,ATC,36
ES,Runways,ATC,37
ES,High Industrial Masonry Chimneys,ATC,38
ES,High Industrial Concrete Chimneys,ATC,39
ES,URM Wall with Frame,ATC,4
ES,High Industrial Steel Chimneys,ATC,40
ES,Cranes,ATC,41
ES,Conveyor Systems,ATC,42
ES,Transmission Towers (< 100 ft.),ATC,43
ES,Major (> 100 ft.) Electrical Transmission Line Towers,ATC,44
ES,Broadcast Towers,ATC,45
ES,Observation Towers,ATC,46
ES,Offshore Towers,ATC,47
ES,Canals,ATC,48
ES,Earth Retaining Structures (> 20 ft. high),ATC,49
ES,RC Shear Wall with Frame,ATC,5
ES,Waterfront Structures,ATC,50
ES,Residential Equipment,ATC,51
ES,Office Equipment,ATC,52
ES,Electrical Equipment,ATC,53
ES,Mechanical Equipment,ATC,54
ES,High Technology/Lab Equipment,ATC,55
ES,"Trains, Trucks, Airplanes",ATC,56
ES,RC Shear Wall without Frame,ATC,6
ES,RM Shear Wall,ATC,7
ES,RM Shear Wall with Frame,ATC,8
ES,Braced Steel Frame,ATC,9
ES,UNKNOWN,RMS,0
ES,WOOD,RMS,1
ES,Pipelines At Grade,RMS,10
ES,Concrete Dams,RMS,11
ES,Earthfill and Rockfill Dams,RMS,12
ES,Alluvium Tunnels,RMS,13
ES,Rock Tunnels,RMS,14
ES,Cut & Cover Tunnels,RMS,15
ES,Underground Liquid Storage Tanks,RMS,16
ES,Underground Solid Storage Tanks,RMS,17
ES,On Ground Liquid Storage Tanks,RMS,18
ES,On Ground Solid Storage Tanks,RMS,19
ES,Light Wood Frame,RMS,1A
ES,Light Wood Stud Walls,RMS,1A1
ES,Light Wood Post & Beam,RMS,1A2
ES,Heavy Timber,RMS,1B
ES,Heavy Timber Frame,RMS,1B1
ES,Heavy Timber Frame with Unreinforced Masonry Infill,RMS,1B2
ES,MASONRY,RMS,2
ES,Elevated Liquid Storage Tanks,RMS,20
ES,Elevated Solid Storage Tanks,RMS,21
ES,Railroad (Track and Bed),RMS,22
ES,Highways,RMS,23
ES,Runways,RMS,24
ES,High Industrial Masonry Chimneys,RMS,25
ES,High Industrial Concrete Chimneys,RMS,26
ES,High Industrial Steel Chimneys,RMS,27
ES,Cranes,RMS,28
ES,Conveyor Systems,RMS,29
ES,Weak Masonry,RMS,2A
ES,Rubble Stone Masonry,RMS,2A1
ES,Adobe,RMS,2A2
ES,Unreinforced Masonry,RMS,2B
ES,Unreinforced Cut Stone Masonry,RMS,2B1
ES,Unreinforced Solid Brick Masonry,RMS,2B2
ES,Unreinforced Concrete Block Masonry,RMS,2B3
ES,Structural Masonry,RMS,2C
ES,Reinforced Masonry,RMS,2C1
ES,Confined Masonry,RMS,2C2
ES,REINFORCED CONCRETE,RMS,3
ES,Conventional (< 100 ft.) Electrical Transmission Line Towers,RMS,30
ES,Major (> 100 ft.) Electrical Transmission Line Towers,RMS,31
ES,Broadcast Towers,RMS,32
ES,Observation Towers,RMS,33
ES,Offshore Towers,RMS,34
ES,Canals,RMS,35
ES,Earth Retaining Structures (> 20 ft. high),RMS,36
ES,Waterfront Structures,RMS,37
ES,Residential Equipment,RMS,38
ES,Office Equipment,RMS,39
ES,Cast-in-place Reinforced Concrete with Concrete Roof Deck,RMS,3A
ES,Reinforced Concrete Moment Resisting Frame,RMS,3A1
ES,RCMRF with Shear Walls,RMS,3A2
ES,RCMRF with Unreinforced Masonry Infill,RMS,3A3
ES,Reinforced Concrete Shear Wall,RMS,3A4
ES,Waffle or Flat Slab,RMS,3A5
ES,Steel & Reinforced Concrete Composite Frame,RMS,3A6
ES,Precast Reinforced Concrete with Concrete Roof Deck,RMS,3B
ES,Precast Moment Resisting Frame,RMS,3B1
ES,Precast MRF with Shear Walls,RMS,3B2
ES,Precast MRF with Unreinforced Masonry Infill,RMS,3B3
ES,Tilt-Up,RMS,3B4
ES,Precast Panel Bearing Wall,RMS,3B5
ES,Lift Slab,RMS,3B6
ES,STEEL,RMS,4
ES,Electrical Equipment,RMS,40
ES,Mechanical Equipment,RMS,41
ES,High Technology/Lab Equipment,RMS,42
ES,"Trains, Trucks, Airplanes",RMS,43
ES,Automobiles - Personal,RMS,44
ES,Automobiles - Dealers,RMS,45
ES,Steel Frame with Concrete Roof Deck,RMS,4A
ES,Steel Moment Resisting Frame,RMS,4A1
ES,Steel MRF with Shear Walls,RMS,4A2
ES,Steel MRF with Unreinforced Masonry Infill,RMS,4A3
ES,Concentrically Braced Steel Frame,RMS,4A4
ES,Eccentrically Braced Steel Frame,RMS,4A5
ES,Light Metal,RMS,4B
ES,Light Metal Frame,RMS,4B1
ES,Light Metal Frame with Unreinforced Masonry Infill,RMS,4B2
ES,MANUFACTURED/MOBILE HOME,RMS,5
ES,Manufactured/Mobile Home without Tie-Downs,RMS,5A
ES,Manufactured/Mobile Home with Tie-Downs,RMS,5B
ES,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,RMS,6
ES,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,RMS,7
ES,Major Bridges (> 500 ft. spans),RMS,8
ES,Underground Pipelines,RMS,9
FR,Unknown,ATC,0
FR,Wood Frame,ATC,1
FR,Moment Steel Frame (Perimeter),ATC,10
FR,Moment Steel Frame (Distributed),ATC,11
FR,Ductile RC Frame (Distributed),ATC,12
FR,Non-Ductile RC Frame (Distributed),ATC,13
FR,Precast Concrete (Non Tilt-Up),ATC,14
FR,Long Span,ATC,15
FR,Tilt-Up,ATC,16
FR,Mobile Home,ATC,17
FR,Specially Engineered Facility,ATC,18
FR,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,ATC,19
FR,Light Metal,ATC,2
FR,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,ATC,20
FR,Major Bridges (> 500 ft. spans),ATC,21
FR,Pipelines - Underground,ATC,22
FR,Pipelines At Grade,ATC,23
FR,Concrete Dams,ATC,24
FR,Earthfill and Rockfill Dams,ATC,25
FR,Alluvium Tunnels,ATC,26
FR,Rock Tunnels,ATC,27
FR,Cut & Cover Tunnels,ATC,28
FR,Storage Tanks - Underground Liquid,ATC,29
FR,Unreinforced Masonry Wall,ATC,3
FR,Underground Solid Storage Tanks,ATC,30
FR,On Ground Liquid Storage Tanks,ATC,31
FR,On Ground Solid Storage Tanks,ATC,32
FR,Storage Tanks - Elevated Liquid,ATC,33
FR,Elevated Solid Storage Tanks,ATC,34
FR,Railroads (Track & Bed),ATC,35
FR,Highways,ATC,36
FR,Runways,ATC,37
FR,High Industrial Masonry Chimneys,ATC,38
FR,High Industrial Concrete Chimneys,ATC,39
FR,URM Wall with Frame,ATC,4
FR,High Industrial Steel Chimneys,ATC,40
FR,Cranes,ATC,41
FR,Conveyor Systems,ATC,42
FR,Transmission Towers (< 100 ft.),ATC,43
FR,Major (> 100 ft.) Electrical Transmission Line Towers,ATC,44
FR,Broadcast Towers,ATC,45
FR,Observation Towers,ATC,46
FR,Offshore Towers,ATC,47
FR,Canals,ATC,48
FR,Earth Retaining Structures (> 20 ft. high),ATC,49
FR,RC Shear Wall with Frame,ATC,5
FR,Waterfront Structures,ATC,50
FR,Residential Equipment,ATC,51
FR,Office Equipment,ATC,52
FR,Electrical Equipment,ATC,53
FR,Mechanical Equipment,ATC,54
FR,High Technology/Lab Equipment,ATC,55
FR,"Trains, Trucks, Airplanes",ATC,56
FR,RC Shear Wall without Frame,ATC,6
FR,RM Shear Wall,ATC,7
FR,RM Shear Wall with Frame,ATC,8
FR,Braced Steel Frame,ATC,9
FR,UNKNOWN,RMS,0
FR,WOOD,RMS,1
FR,Pipelines At Grade,RMS,10
FR,Concrete Dams,RMS,11
FR,Earthfill and Rockfill Dams,RMS,12
FR,Alluvium Tunnels,RMS,13
FR,Rock Tunnels,RMS,14
FR,Cut & Cover Tunnels,RMS,15
FR,Underground Liquid Storage Tanks,RMS,16
FR,Underground Solid Storage Tanks,RMS,17
FR,On Ground Liquid Storage Tanks,RMS,18
FR,On Ground Solid Storage Tanks,RMS,19
FR,Light Wood Frame,RMS,1A
FR,Light Wood Stud Walls,RMS,1A1
FR,Light Wood Post & Beam,RMS,1A2
FR,Heavy Timber,RMS,1B
FR,Heavy Timber Frame,RMS,1B1
FR,Heavy Timber Frame with Unreinforced Masonry Infill,RMS,1B2
FR,Wood Frame Tiled Roof,RMS,1C1
FR,Wood Frame Flat Roof,RMS,1C2
FR,Wood Frame Thatch Roof,RMS,1C3
FR,MASONRY,RMS,2
FR,Elevated Liquid Storage Tanks,RMS,20
FR,Elevated Solid Storage Tanks,RMS,21
FR,Railroad (Track and Bed),RMS,22
FR,Highways,RMS,23
FR,Runways,RMS,24
FR,High Industrial Masonry Chimneys,RMS,25
FR,High Industrial Concrete Chimneys,RMS,26
FR,High Industrial Steel Chimneys,RMS,27
FR,Cranes,RMS,28
FR,Conveyor Systems,RMS,29
FR,Weak Masonry,RMS,2A
FR,Rubble Stone Masonry,RMS,2A1
FR,Adobe,RMS,2A2
FR,Unreinforced Masonry,RMS,2B
FR,Unreinforced Cut Stone Masonry,RMS,2B1
FR,Unreinforced Solid Brick Masonry,RMS,2B2
FR,Unreinforced Concrete Block Masonry,RMS,2B3
FR,Structural Masonry,RMS,2C
FR,Reinforced Masonry,RMS,2C1
FR,Confined Masonry,RMS,2C2
FR,Masonry Steep Tiled Roof,RMS,2D1
FR,Masonry Low Slope Tiled Roof,RMS,2D2
FR,Masonry Flat Roof,RMS,2D3
FR,Masonry Thatch Roof,RMS,2D4
FR,REINFORCED CONCRETE,RMS,3
FR,Conventional (< 100 ft.) Electrical Transmission Line Towers,RMS,30
FR,Major (> 100 ft.) Electrical Transmission Line Towers,RMS,31
FR,Broadcast Towers,RMS,32
FR,Observation Towers,RMS,33
FR,Offshore Towers,RMS,34
FR,Canals,RMS,35
FR,Earth Retaining Structures (> 20 ft. high),RMS,36
FR,Waterfront Structures,RMS,37
FR,Residential Equipment,RMS,38
FR,Office Equipment,RMS,39
FR,Cast-in-place Reinforced Concrete with Concrete Roof Deck,RMS,3A
FR,Reinforced Concrete Moment Resisting Frame,RMS,3A1
FR,RCMRF with Shear Walls,RMS,3A2
FR,RCMRF with Unreinforced Masonry Infill,RMS,3A3
FR,Reinforced Concrete Shear Wall,RMS,3A4
FR,Waffle or Flat Slab,RMS,3A5
FR,Steel & Reinforced Concrete Composite Frame,RMS,3A6
FR,Precast Reinforced Concrete with Concrete Roof Deck,RMS,3B
FR,Precast Moment Resisting Frame,RMS,3B1
FR,Precast MRF with Shear Walls,RMS,3B2
FR,Precast MRF with Unreinforced Masonry Infill,RMS,3B3
FR,Tilt-Up,RMS,3B4
FR,Precast Panel Bearing Wall,RMS,3B5
FR,Lift Slab,RMS,3B6
FR,Reinforced Concrete Tiled Roof,RMS,3C1
FR,Reinforced Concrete Flat Roof,RMS,3C2
FR,STEEL,RMS,4
FR,Electrical Equipment,RMS,40
FR,Mechanical Equipment,RMS,41
FR,High Technology/Lab Equipment,RMS,42
FR,"Trains, Trucks, Airplanes",RMS,43
FR,Automobiles - Personal,RMS,44
FR,Automobiles - Dealers,RMS,45
FR,Steel Frame with Concrete Roof Deck,RMS,4A
FR,Steel Moment Resisting Frame,RMS,4A1
FR,Steel MRF with Shear Walls,RMS,4A2
FR,Steel MRF with Unreinforced Masonry Infill,RMS,4A3
FR,Concentrically Braced Steel Frame,RMS,4A4
FR,Eccentrically Braced Steel Frame,RMS,4A5
FR,Light Metal,RMS,4B
FR,Light Metal Frame,RMS,4B1
FR,Light Metal Frame with Unreinforced Masonry Infill,RMS,4B2
FR,Steel Tiled Roof,RMS,4C1
FR,Steel Flat Roof,RMS,4C2
FR,MANUFACTURED/MOBILE HOME,RMS,5
FR,Manufactured/Mobile Home without Tie-Downs,RMS,5A
FR,Manufactured/Mobile Home with Tie-Downs,RMS,5B
FR,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,RMS,6
FR,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,RMS,7
FR,Major Bridges (> 500 ft. spans),RMS,8
FR,Underground Pipelines,RMS,9
GB,Unknown,ATC,0
GB,Wood Frame,ATC,1
GB,Moment Steel Frame (Perimeter),ATC,10
GB,Moment Steel Frame (Distributed),ATC,11
GB,Ductile RC Frame (Distributed),ATC,12
GB,Non-Ductile RC Frame (Distributed),ATC,13
GB,Precast Concrete (Non Tilt-Up),ATC,14
GB,Long Span,ATC,15
GB,Tilt-Up,ATC,16
GB,Mobile Home,ATC,17
GB,Specially Engineered Facility,ATC,18
GB,Conventional Bridges (< 500 ft. spans) w/ Multiple Simple Spans,ATC,19
GB,Light Metal,ATC,2
GB,Conventional Bridges (< 500 ft. spans) w/ Monolithic Spans,ATC,20
GB,Major Bridges (> 500 ft. spans),ATC,21
GB,Pipelines - Underground,ATC,22
GB,Pipelines At Grade,ATC,23
GB,Concrete Dams,ATC,24
GB,Earthfill and Rockfill Dams,ATC,25
GB,Alluvium Tunnels,ATC,26
GB,Rock Tunnels,ATC,27
GB,Cut & Cover Tunnels,ATC,28
GB,Storage Tanks - Underground Liquid,ATC,29
GB,Unreinforced Masonry Wall,ATC,3
GB,Underground Solid Storage Tanks,ATC,30
GB,On Ground Liquid Storage Tanks,ATC,31
GB,On Ground Solid Storage Tanks,ATC,32
GB,Storage Tanks - Elevated Liquid,ATC,33
GB,Elevated Solid Storage Tanks,ATC,34
GB,Railroads (Track & Bed),ATC,35
GB,Highways,ATC,36
GB,Runways,ATC,37
GB,High Industrial Masonry Chimneys,ATC,38
GB,High Industrial Concrete Chimneys,ATC,39
GB,URM Wall with Frame,ATC,4
GB,High Industrial Steel Chimneys,ATC,40
GB,Cranes,ATC,41
GB,Conveyor Systems,ATC,42
GB,Transmission Towers (< 100 ft.),ATC,43
GB,Major (> 100 ft.) Electrical Transmission Line Towers,ATC,44
GB,Broadcast Towers,ATC,45
GB,Observation Towers,ATC,46
GB,Offshore Towers,ATC,47
GB,Canals,ATC,48
GB,Earth Retaining Structures (> 20 ft. high),ATC,49
GB,RC Shear Wall with Frame,ATC,5
GB,Waterfront Structures,ATC,50
GB,Residential Equipment,ATC,51
GB,Office Equipment,ATC,52
GB,Electrical Equipment,ATC,53
GB,Mechanical Equipment,ATC,54
GB,High Technology/Lab Equipment,ATC,55
GB,"Trains, Trucks, Airplanes",ATC,56
GB,RC Shear Wall without Frame,ATC,6
GB,RM Shear Wall,ATC,7
GB,RM Shear Wall with Frame,ATC,8
GB,Braced Steel Frame,ATC,9
GB,UNKNOWN,RMS,0
GB,WOOD,RMS,1
GB,Pipelines At Grade,RMS,10
GB,Concrete Dams,RMS,11
GB,Earthfill and Rockfill Dams,RMS,12
GB,Alluvium Tunnels,RMS,13
GB,Rock Tunnels,RMS,14
GB,Cut & Cover Tunnels,RMS,15
GB,Underground Liquid Storage Tanks,RMS,16
GB,Underground Solid Storage Tanks,RMS,17
GB,On Ground Liquid Storage Tanks,RMS,18
GB,On Ground Solid Storage Tanks,RMS,19
GB,Light Wood Frame,RMS,1A
GB,Light Wood Stud Walls,RMS,1A1
GB,Light Wood Post & Beam,RMS,1A2
GB,Light Wood Stud Walls with Brick Masonry Veneer,RMS,1A3
GB,Heavy Timber,RMS,1B
GB,Heavy Timber Frame,RMS,1B1
GB,Heavy Timber Frame with Unreinforced Masonry Infill,RMS,1B2
GB,Wood Frame Tiled Roof,RMS,1C1
GB,Wood Frame Flat Roof,RMS,1C2
GB,Wood Frame Thatch Roof,RMS,1C3
GB,MASONRY,RMS,2
GB,Elevated Liquid Storage Tanks,RMS,20
GB,Elevated Solid Storage Tanks,RMS,21
GB,Railroad (Track and Bed),RMS,22
GB,Highways,RMS,23
GB,Runways,RMS,24
GB,High Industrial Masonry Chimneys,RMS,25
GB,High Industrial Concrete Chimneys,RMS,26
GB,High Industrial Steel Chimneys,RMS,27
GB,Cranes,RMS,28
GB,Conveyor Systems,RMS,29
GB,Weak Masonry,RMS,2A
GB,Rubble Stone Masonry,RMS,2A1
GB,Adobe,RMS,2A2
GB,Unreinforced Masonry,RMS,2B
GB,Unreinforced Cut Stone Masonry,RMS,2B1
GB,Unreinforced Solid Brick Masonry,RMS,2B2
GB,Unreinforced Concrete Block Masonry,RMS,2B3
GB,Structural Masonry,RMS,2C
GB,Reinforced Masonry,RMS,2C1
GB,Confined Masonry,RMS,2C2
GB,Masonry Steep Tiled Roof,RMS,2D1
GB,Masonry Low Slope Tiled Roof,RMS,2D2
GB,Masonry Flat Roof,RMS,2D3
GB,Masonry Thatch Roof,RMS,2D4
GB,REINFORCED CONCRETE,RMS,3
GB,Conventional (< 100 ft.) Electrical Transmission Line Towers,RMS,30
GB,Major (> 100 ft.) Electrical Transmission Line Towers,RMS,31
GB,Broadcast Towers,RMS,32
